date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:20:49	206/206	---MCZ	200	added ('OK')	text/plain	etag:W/%2267077c6a-1cc%22	https://ogroup.com/robots.txt		(from )
20:20:49	393421/393421	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:20:48%20GMT	https://ogroup.com/	S:/diseno%20website/ogroup.com/index.html	(from )
20:20:51	45/45	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2018%20Mar%202025%2018:20:50%20GMT	https://ogroup.com/xmlrpc.php	S:/diseno%20website/ogroup.com/xmlrpc.php	(from https://ogroup.com/)
20:20:51	281693/281693	---M--	200	added ('OK')	image/jpeg	etag:%225c78d409-44c5d%22	https://ogroup.com/wp-content/uploads/2018/09/slide-8.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/slide-8.jpg	(from https://ogroup.com/)
20:20:51	348021/348021	---M--	200	added ('OK')	image/jpeg	etag:%225c78d409-54f75%22	https://ogroup.com/wp-content/uploads/2018/09/slide-7.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/slide-7.jpg	(from https://ogroup.com/)
20:20:51	299772/299772	---M--	200	added ('OK')	image/jpeg	etag:%225c78d409-492fc%22	https://ogroup.com/wp-content/uploads/2018/09/slide-5.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/slide-5.jpg	(from https://ogroup.com/)
20:20:52	575773/575773	---M--	200	added ('OK')	image/jpeg	etag:%2263978129-8c91d%22	https://ogroup.com/wp-content/uploads/2018/09/hp-netflix-item-1-v2.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/hp-netflix-item-1-v2.jpg	(from https://ogroup.com/)
20:20:52	1100/1100	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2018%20Mar%202025%2018:20:52%20GMT	https://ogroup.com/wp-content/themes/ogroup.com/	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/index.html	(from https://ogroup.com/)
20:20:52	11620/11620	---MCZ	200	added ('OK')	application/javascript	etag:W/%228ce0c9424f0c6b62d02fc073fe10a248%22	https://resources.agentimage.com/libraries/js/picturefill.min.js	S:/diseno%20website/resources.agentimage.com/libraries/js/picturefill.min.js	(from https://ogroup.com/)
20:20:52	19854/19854	---MCZ	200	added ('OK')	text/css	etag:W/%22a59b42659aa74857718acfa3ba4b3456%22	https://resources.agentimage.com/font-icons/agentimage.font.icons.css	S:/diseno%20website/resources.agentimage.com/font-icons/agentimage.font.icons.css	(from https://ogroup.com/)
20:20:53	121477/121477	---MCZ	200	added ('OK')	text/css	etag:W/%228f3459ce9770405406d97bbadf97c2c6%22	https://resources.agentimage.com/bootstrap/bootstrap.min.css	S:/diseno%20website/resources.agentimage.com/bootstrap/bootstrap.min.css	(from https://ogroup.com/)
20:20:53	2894/2894	---MCZ	200	added ('OK')	text/css	etag:W/%2267caae8f-b4e%22	https://ogroup.com/wp-content/plugins/contact-form-7/includes/css/styles.css	S:/diseno%20website/ogroup.com/wp-content/plugins/contact-form-7/includes/css/styles.css	(from https://ogroup.com/)
20:20:53	759/759	---MCZ	200	added ('OK')	text/css	etag:W/%2267caae9b-2f7%22	https://ogroup.com/wp-content/plugins/honeypot/includes/css/wpa.css	S:/diseno%20website/ogroup.com/wp-content/plugins/honeypot/includes/css/wpa.css	(from https://ogroup.com/)
20:20:53	6753/6753	---MCZ	200	added ('OK')	text/css	etag:W/%22668cfa63-1a61%22	https://ogroup.com/wp-content/plugins/twenty20/assets/css/twenty20.css	S:/diseno%20website/ogroup.com/wp-content/plugins/twenty20/assets/css/twenty20.css	(from https://ogroup.com/)
20:20:54	20919/20919	---MCZ	200	added ('OK')	text/css	etag:W/%225c78c7b9-51b7%22	https://ogroup.com/wp-content/themes/aios-starter-theme/style.css	S:/diseno%20website/ogroup.com/wp-content/themes/aios-starter-theme/style.css	(from https://ogroup.com/)
20:20:54	469294/469294	---MCZ	200	added ('OK')	text/css	etag:W/%22679d321e-7292e%22	https://ogroup.com/wp-content/themes/ogroup.com/style.css	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/style.css	(from https://ogroup.com/)
20:20:54	193913/193913	---MCZ	200	added ('OK')	text/css	etag:W/%22679d3443-2f579%22	https://ogroup.com/wp-content/themes/ogroup.com/style-media-queries.css	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/style-media-queries.css	(from https://ogroup.com/)
20:20:54	52333/52333	---MCZ	200	added ('OK')	text/css	etag:W/%2266285530-cc6d%22	https://ogroup.com/wp-content/plugins/pojo-accessibility/assets/css/style.min.css	S:/diseno%20website/ogroup.com/wp-content/plugins/pojo-accessibility/assets/css/style.min.css	(from https://ogroup.com/)
20:20:54	355/355	---MCZ	200	added ('OK')	text/css	etag:W/%2267918ec5-163%22	https://ogroup.com/wp-content/themes/ogroup.com/css/fonts/southland.css	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/css/fonts/southland.css	(from https://ogroup.com/)
20:20:55	15152/15152	---MCZ	200	added ('OK')	text/css	etag:W/%225ea7a294-3b30%22	https://ogroup.com/wp-content/themes/ogroup.com/css/ai-google-translator.css	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/css/ai-google-translator.css	(from https://ogroup.com/)
20:20:56	59090/59090	---MCZ	200	added ('OK')	text/css	etag:W/%2267cacf89-e6d2%22	https://static.agentimage.com/d9sigc0k8/resources.min.css?sort=07032025105042	S:/diseno%20website/static.agentimage.com/d9sigc0k8/resources.min769a.css	(from https://ogroup.com/)
20:20:56	31286/31286	---MCZ	200	added ('OK')	text/css	etag:W/%2267caae8f-7a36%22	https://ogroup.com/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/jquery-ui.min.css	S:/diseno%20website/ogroup.com/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/jquery-ui.min.css	(from https://ogroup.com/)
20:20:56	7253/7253	---MCZ	200	added ('OK')	text/css	etag:W/%225c78c7b9-1c55%22	https://ogroup.com/wp-content/plugins/cyclone-slider-2/templates/standard/style.css	S:/diseno%20website/ogroup.com/wp-content/plugins/cyclone-slider-2/templates/standard/style.css	(from https://ogroup.com/)
20:20:57	5685/5685	---MCZ	200	added ('OK')	text/css	etag:W/%225c78c7b9-1635%22	https://ogroup.com/wp-content/plugins/cyclone-slider-2/templates/thumbnails/style.css	S:/diseno%20website/ogroup.com/wp-content/plugins/cyclone-slider-2/templates/thumbnails/style.css	(from https://ogroup.com/)
20:20:57	8311/8311	---MCZ	200	added ('OK')	text/css	etag:W/%226670ef27-2077%22	https://ogroup.com/wp-content/themes/ogroup.com/cycloneslider/cyclone-slider2-responsive/style.css	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/cycloneslider/cyclone-slider2-responsive/style.css	(from https://ogroup.com/)
20:20:57	8040/8040	---MCZ	200	added ('OK')	text/css	etag:W/%225c78c7b9-1f68%22	https://ogroup.com/wp-content/themes/ogroup.com/cycloneslider/responsive/style.css	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/cycloneslider/responsive/style.css	(from https://ogroup.com/)
20:20:57	16992/16992	---M--	200	added ('OK')	image/webp	etag:%226708d542-4260%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8-400x200.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8-400x200.webp	(from https://ogroup.com/)
20:20:58	95266/95266	---M--	200	added ('OK')	image/webp	etag:%226708d542-17422%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8-1024x512.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8-1024x512.webp	(from https://ogroup.com/)
20:20:58	54560/54560	---M--	200	added ('OK')	image/webp	etag:%226708d542-d520%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8-768x384.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8-768x384.webp	(from https://ogroup.com/)
20:20:58	204818/204818	---M--	200	added ('OK')	image/webp	etag:%226708d542-32012%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8-1536x768.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8-1536x768.webp	(from https://ogroup.com/)
20:20:58	3308/3308	---M--	200	added ('OK')	image/webp	etag:%226708d542-cec%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8-150x75.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8-150x75.webp	(from https://ogroup.com/)
20:20:58	296/296	---M--	200	added ('OK')	image/webp	etag:%226708d542-128%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8-32x16.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8-32x16.webp	(from https://ogroup.com/)
20:20:59	231812/231812	---M--	200	added ('OK')	image/webp	etag:%226708d541-38984%22	https://ogroup.com/wp-content/uploads/2024/06/slide-8.webp	S:/diseno%20website/ogroup.com/wp-content/uploads/2024/06/slide-8.webp	(from https://ogroup.com/)
20:20:59	727/727	---M--	200	added ('OK')	image/png	etag:%2266a2ee05-2d7%22	https://ogroup.com/wp-content/uploads/2018/09/cropped-site_favicon-1-32x32.png	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/cropped-site_favicon-1-32x32.png	(from https://ogroup.com/)
20:20:59	16672/16672	---M--	200	added ('OK')	image/png	etag:%2266a2ee03-4120%22	https://ogroup.com/wp-content/uploads/2018/09/cropped-site_favicon-1-192x192.png	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/cropped-site_favicon-1-192x192.png	(from https://ogroup.com/)
20:20:59	23736/23736	---M--	200	added ('OK')	image/png	etag:%2266a2ee04-5cb8%22	https://ogroup.com/wp-content/uploads/2018/09/cropped-site_favicon-1-180x180.png	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/cropped-site_favicon-1-180x180.png	(from https://ogroup.com/)
20:21:00	4064/4064	---M--	200	added ('OK')	font/woff2	date:Tue,%2018%20Mar%202025%2018:20:59%20GMT	https://ogroup.com/cf-fonts/s/oswald/5.0.18/vietnamese/400/normal.woff2	S:/diseno%20website/ogroup.com/cf-fonts/s/oswald/5.0.18/vietnamese/400/normal.woff2	(from https://ogroup.com/)
20:21:00	12276/12276	---M--	200	added ('OK')	font/woff2	date:Tue,%2018%20Mar%202025%2018:21:00%20GMT	https://ogroup.com/cf-fonts/s/oswald/5.0.18/latin/400/normal.woff2	S:/diseno%20website/ogroup.com/cf-fonts/s/oswald/5.0.18/latin/400/normal.woff2	(from https://ogroup.com/)
20:21:00	6720/6720	---M--	200	added ('OK')	font/woff2	date:Tue,%2018%20Mar%202025%2018:21:00%20GMT	https://ogroup.com/cf-fonts/s/oswald/5.0.18/cyrillic/400/normal.woff2	S:/diseno%20website/ogroup.com/cf-fonts/s/oswald/5.0.18/cyrillic/400/normal.woff2	(from https://ogroup.com/)
20:21:01	7676/7676	---M--	200	added ('OK')	font/woff2	date:Tue,%2018%20Mar%202025%2018:21:00%20GMT	https://ogroup.com/cf-fonts/s/oswald/5.0.18/cyrillic-ext/400/normal.woff2	S:/diseno%20website/ogroup.com/cf-fonts/s/oswald/5.0.18/cyrillic-ext/400/normal.woff2	(from https://ogroup.com/)
20:21:01	11408/11408	---M--	200	added ('OK')	font/woff2	date:Tue,%2018%20Mar%202025%2018:21:01%20GMT	https://ogroup.com/cf-fonts/s/oswald/5.0.18/latin-ext/400/normal.woff2	S:/diseno%20website/ogroup.com/cf-fonts/s/oswald/5.0.18/latin-ext/400/normal.woff2	(from https://ogroup.com/)
20:21:01	181/181	---M--	200	added ('OK')	image/png	etag:%225e71e78d-b5%22	https://ogroup.com/wp-content/themes/ogroup.com/images/site-phone-a.png	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/images/site-phone-a.png	(from https://ogroup.com/)
20:21:01	110/110	---M--	200	added ('OK')	image/png	etag:%225e71e8af-6e%22	https://ogroup.com/wp-content/themes/ogroup.com/images/site-burger-menu-a.png	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/images/site-burger-menu-a.png	(from https://ogroup.com/)
20:21:02	131/131	---M--	200	added ('OK')	image/png	etag:%225e71e678-83%22	https://ogroup.com/wp-content/themes/ogroup.com/images/site-burger-menu-b.png	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/images/site-burger-menu-b.png	(from https://ogroup.com/)
20:21:02	236/236	---M--	200	added ('OK')	image/png	etag:%225e71e5b4-ec%22	https://ogroup.com/wp-content/themes/ogroup.com/images/site-close-a.png	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/images/site-close-a.png	(from https://ogroup.com/)
20:21:02	410903/410903	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:02%20GMT	https://ogroup.com/properties/our-properties/	S:/diseno%20website/ogroup.com/properties/our-properties/index.html	(from https://ogroup.com/)
20:21:03	405823/405823	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:02%20GMT	https://ogroup.com/properties/recent-sales/	S:/diseno%20website/ogroup.com/properties/recent-sales/index.html	(from https://ogroup.com/)
20:21:04	354320/354320	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:02%20GMT	https://ogroup.com/buyers/	S:/diseno%20website/ogroup.com/buyers/index.html	(from https://ogroup.com/)
20:21:04	355807/355807	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:02%20GMT	https://ogroup.com/properties/interactive-map/	S:/diseno%20website/ogroup.com/properties/interactive-map/index.html	(from https://ogroup.com/)
20:21:04	26143/26143	---M--	200	added ('OK')	image/png	etag:%2266a2f0bd-661f%22	https://ogroup.com/wp-content/uploads/2018/09/site_logo.png	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/site_logo.png	(from https://ogroup.com/)
20:21:04	380211/380211	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:03%20GMT	https://ogroup.com/buyers/neighborhood-guides/	S:/diseno%20website/ogroup.com/buyers/neighborhood-guides/index.html	(from https://ogroup.com/)
20:21:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Mar%202025%2018:21:04%20GMT	https://ogroup.com/buyers/search-mls/	S:/diseno%20website/ogroup.com/buyers/search-mls/index.html	(from https://ogroup.com/)
20:21:05	81/81	---M--	200	added ('OK')	image/png	etag:%22668cfb0b-51%22	https://ogroup.com/wp-content/plugins/aios-slider/assets/images/transparent.png	S:/diseno%20website/ogroup.com/wp-content/plugins/aios-slider/assets/images/transparent.png	(from https://ogroup.com/)
20:21:05	390689/390689	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:05%20GMT	https://ogroup.com/new-development/	S:/diseno%20website/ogroup.com/new-development/index.html	(from https://ogroup.com/)
20:21:05	362162/362162	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:05%20GMT	https://ogroup.com/sellers/list-with-us/	S:/diseno%20website/ogroup.com/sellers/list-with-us/index.html	(from https://ogroup.com/)
20:21:06	26143/26143	---M--	200	added ('OK')	image/png	etag:%2266a2f077-661f%22	https://ogroup.com/wp-content/themes/ogroup.com/images/site_logo.png	S:/diseno%20website/ogroup.com/wp-content/themes/ogroup.com/images/site_logo.png	(from https://ogroup.com/)
20:21:06	358313/358313	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:05%20GMT	https://ogroup.com/marketing-2/	S:/diseno%20website/ogroup.com/marketing-2/index.html	(from https://ogroup.com/)
20:21:06	367180/367180	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:05%20GMT	https://ogroup.com/concierge/	S:/diseno%20website/ogroup.com/concierge/index.html	(from https://ogroup.com/)
20:21:06	446020/446020	---M--	200	added ('OK')	image/jpeg	etag:%226384d6db-6ce44%22	https://ogroup.com/wp-content/uploads/2022/11/concierge-before.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2022/11/concierge-before.jpg	(from https://ogroup.com/)
20:21:07	418044/418044	---M--	200	added ('OK')	image/jpeg	etag:%226384d6dd-660fc%22	https://ogroup.com/wp-content/uploads/2022/11/concierge-after.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2022/11/concierge-after.jpg	(from https://ogroup.com/)
20:21:07	357634/357634	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:06%20GMT	https://ogroup.com/sellers/list-with-us/our-numbers/	S:/diseno%20website/ogroup.com/sellers/list-with-us/our-numbers/index.html	(from https://ogroup.com/)
20:21:10	372040/372040	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:07%20GMT	https://ogroup.com/sellers/list-with-us/global-exposure/	S:/diseno%20website/ogroup.com/sellers/list-with-us/global-exposure/index.html	(from https://ogroup.com/)
20:21:10	359552/359552	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:07%20GMT	https://ogroup.com/sellers/list-with-us/an-online-presence/	S:/diseno%20website/ogroup.com/sellers/list-with-us/an-online-presence/index.html	(from https://ogroup.com/)
20:21:10	217488/217488	---M--	200	added ('OK')	image/jpeg	etag:%226696358f-35190%22	https://ogroup.com/wp-content/uploads/2018/09/the-oppenheim-group-volunteers.jpg	S:/diseno%20website/ogroup.com/wp-content/uploads/2018/09/the-oppenheim-group-volunteers.jpg	(from https://ogroup.com/)
20:21:10	378848/378848	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:07%20GMT	https://ogroup.com/sellers/list-with-us/local-exposure/	S:/diseno%20website/ogroup.com/sellers/list-with-us/local-exposure/index.html	(from https://ogroup.com/)
20:21:11	96854/96854	---MCZ	200	added ('OK')	application/javascript	etag:W/%22455f4240b81915ea051b23d783291b6b%22	https://resources.agentimage.com/libraries/jquery/jquery-1.12.4-wp.js	S:/diseno%20website/resources.agentimage.com/libraries/jquery/jquery-1.12.4-wp.js	(from https://ogroup.com/)
20:21:11	643816/643816	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:10%20GMT	https://ogroup.com/sellers/list-with-us/press/	S:/diseno%20website/ogroup.com/sellers/list-with-us/press/index.html	(from https://ogroup.com/)
20:21:11	373761/373761	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2018:21:11%20GMT	https://ogroup.com/sellers/list-with-us/industry-recognition/	S:/diseno%20website/ogroup.com/sellers/list-with-us/industry-recognition/index.html	(from https://ogroup.com/)
20:21:11	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fb933ecccaeae33622ff486c1dd82394%22	https://resources.agentimage.com/libraries/jquery-migrate/jquery-migrate-1.4.1-wp.js	S:/diseno%20website/resources.agentimage.com/libraries/jquery-migrate/jquery-migrate-1.4.1-wp.js	(from https://ogroup.com/)
